"Ref","Ref Eleitor","Data Cadastro","Data Atualização","Data Solicitação","Descrição","Status","Categoria","Origem","Escritório","Secretaria"
"61173","224955","2026-03-06 14:32:27","2026-03-06 14:32:27","2026-03-06","Precisa de consulta Drº Wilson Batista  
Marcado para dia 16/03 às 8h no Ambulatório por ordem de chegada","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"61174","211547","2026-03-06 14:49:57","2026-03-06 14:49:57","2026-03-05","Consulta com Ortopedista
Marcado para dia 06/03 às 7h no Caic Drº João Paulo","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"61175","225260","2026-03-06 15:08:43","2026-03-06 15:08:43","2026-02-27","Consulta com ginecologista
Marcado para dia 24/03 às 14h na Ubs Santana Drª Sônia","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"61176","222625","2026-03-06 15:11:08","2026-03-06 15:11:08","2026-02-25","Consulta com Psiquiatra
Marcado para dia 02/03 às 7h na UBS São Francisco com Drº Rogério","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"61177","230385","2026-03-06 15:14:50","2026-03-06 15:14:50","2026-02-25","Precisa de tratamento no Caps","aguardando execuçao","Outros","WhatsApp","Principal","Ação Social"
"61178","230389","2026-03-06 15:22:06","2026-03-06 15:22:06","2026-02-25","Cata treco na rua Oswaldo Cruz nº 256 - Barra","Concluído","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"61847","231755","2026-03-18 15:44:02","2026-03-18 15:44:02","2026-02-23","Solicitou corte da arvore dentro da Escola Premem
Realizado indicação ","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"61848","231756","2026-03-18 15:52:12","2026-03-18 15:52:34","2026-02-24","Pedir a limpeza no terreno da Rua Farmacêutico Sebastião Bruno nº27 Inconfidência
Foi solicitado","Concluído","Limpeza","WhatsApp","Principal","Secretaria do Meio Ambiente"
"61850","225260","2026-03-18 15:58:28","2026-03-18 15:58:28","2026-02-25","Consulta Drª Sônia
Marcado para o dia 24/03 às 14h Ubs do Santana","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"61851","219903","2026-03-18 16:02:09","2026-03-18 16:02:09","2026-02-26","Solicitou meio fio da Rua Presidente Kennedy devido a àgua que desce para sua casa
Realizado o serviço","Concluído","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"61852","215538","2026-03-18 16:07:56","2026-03-18 16:07:56","2026-03-02","Pedir para arrumar poste tombado na Rua João Micael em frente ao nº 37 Bairro São Joaquim","em analise","Iluminação","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"61853","216401","2026-03-18 16:13:21","2026-03-18 16:13:21","2026-03-02","Solicitou a Defesa Civil uma vistoria em sua residência Rua Nélia de Araujo Braga nº114 1º andar","em analise","Outros","WhatsApp","Principal","Secretaria de Habitação"
"61854","226414","2026-03-18 16:15:18","2026-03-18 16:15:18","2026-03-02","Solicitou limpeza na Rua Amilton Campos Bairro Edgar Miranda, se possivel uma placa.","em analise","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"61855","213905","2026-03-18 16:17:41","2026-03-18 16:17:41","2026-03-03","Postes apagados na Rua Julio César Pereira Gaspar em frente ao nº 90","em analise","Iluminação","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"61856","231757","2026-03-18 16:22:37","2026-03-18 16:22:37","2026-03-04","Fazer indicação solicitando vistoria no poste que está caindo na Br 116, no trevo da Líder Chevrolet
Feito a indicação","em analise","Iluminação","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"61985","216068","2026-03-20 13:18:50","2026-03-20 13:18:50","2026-03-19","Solicita USG Transvaginal e USG Mamas e Axilas
Marcado dia 26/03 às 8h no Planejamento Familiar","Concluído","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"61987","232012","2026-03-20 13:23:15","2026-03-20 13:23:15","2026-03-16","Precisa de Fisisoterapia
Marcado dia 18/03 às 10h na Faminas","Concluído","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"62328","232709","2026-03-26 14:43:56","2026-03-26 14:43:56","2026-03-26","Grupo de Tabagismo
Rua Vila Kátia nº 23 centro
Ubs São Francisco","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"62333","232723","2026-03-26 14:58:59","2026-03-26 14:58:59","2026-03-25","Precisa de consulta com Drº Wilson Batista 
Marcado dia 06/04 às 8h por ordem de chegada no Ambulatório","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"62336","232727","2026-03-26 15:15:43","2026-03-26 15:15:43","2026-03-16","Precisa de consulta oftalmologia 
Marcado dia 17/03 às 10h40m no Ceae","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"62414","232905","2026-03-30 12:51:01","2026-03-30 12:51:01","2026-02-06","Consulta com Psiquiatra
Marcado dia 09/02 às 7h na Ubs do São Francisco","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"62415","221826","2026-03-30 12:54:58","2026-03-30 12:54:58","2026-02-11","Consulta com o Gastro
Marcado na Policlinica no Santa Terezinha Terça feira 17/02 às 8h","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"62416","232906","2026-03-30 12:59:50","2026-03-30 12:59:50","2026-02-13","Consulta com Dentista
Marcado dia 23/02 às 14h30min. na Ubs São Francisco","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"62417","225262","2026-03-30 13:03:08","2026-03-30 13:03:08","2026-02-13","Consulta Ortopedista 
Marcado no dia 19/02 às 12h30mna policlinica do Caic Drº Tiago","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"62531","233052","2026-04-01 08:15:11","2026-04-01 08:16:01","2026-02-13","_Paciente precisa consulta com Dr Wilson Batista 
_Dia 23/02 as 8hs no ambulátorio por ordem de chegada","Concluído","Exames de sangue","Por telefone","Principal","Secretaria de Saúde"
"62532","233053","2026-04-01 08:20:51","2026-04-01 08:20:51","2026-02-13","_Consulta com cirurgião 
_Dia 25/02 as 8hs por ordem de chegada no planejamento familiar","Concluído","Atendimento médico em ubs clinico geral","Por telefone","Principal",NULL
"62533","233064","2026-04-01 08:36:12","2026-04-01 08:36:12","2026-03-02","_Moradora solicitou o pedido de postes apagados em frente sua casa, foi pedido e resolvido 
_Rua 1 de Maio N°147 Bairro Gaspar","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"62536","233065","2026-04-01 08:41:24","2026-04-01 08:41:24","2026-03-04","_Consulta com dermatologista 
_Dia 06/03/26 as 7hs no SESC por ordem de chegada","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"62537","233069","2026-04-01 08:45:35","2026-04-01 08:45:35","2026-03-05","_Paciente precisa de consulta com psiquiatra 
_Dia 09/03 as 7hs UBS São Francisco ","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"62539","233072","2026-04-01 08:48:23","2026-04-01 08:48:23","2026-03-11","_Consulta com dermatologista 
_Dia 09/04 as 7hs no SESC por ordem de chegada","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"62540","211549","2026-04-01 08:50:07","2026-04-01 08:50:07","2026-03-11","_Consulta com dermatologista 
-Dia 09/04 as 7hs por ordem de chegada no SESC","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"62541","233072","2026-04-01 08:51:51","2026-04-01 08:51:51","2026-03-12","-Atendimento dentista na UBS Gaspar 
_Dia 30/03 as 8hs 
","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"62542","233074","2026-04-01 08:54:08","2026-04-01 08:54:08","2026-03-12","_Exames de sangue 
_Dia 23/03 de 6:30 as 8hs no laborátorio municipal","Concluído","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"62543","225262","2026-04-01 08:55:51","2026-04-01 08:55:51","2026-03-12","_Exames de sangue 
_Dia 23/03 de 6:30 as 8hs no laborátorio municipal","Concluído","Exames de sangue","Pessoal","Principal","Secretaria de Saúde"
"62544","233077","2026-04-01 08:59:30","2026-04-01 08:59:30","2026-03-13","_Consulta ginecologista 
_Dia 16/03 as 13hs UBS Primavera por ordem de chegada Dr Beatriz","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"62545","233080","2026-04-01 09:01:41","2026-04-01 09:01:41","2026-03-13","_Consulta com pediatra 
_Dia 25/03 as 13hs UBS Sâo Gotardo ","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"62546","233084","2026-04-01 09:05:14","2026-04-01 09:05:14","2026-03-25","_Paciente precisa fazer cirurgia colecistectomia 
_Está na fila ","aguardando execuçao","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"62548","233089","2026-04-01 09:12:38","2026-04-01 09:12:38","2026-03-30","_Consulta com dermatologista 
_Dia 09/04 as 8hs no SESC por ordem de chegada Dr Karine","Concluído","Atendimento médico em ubs clinico geral","Por telefone","Principal","Secretaria de Saúde"
"62549","216040","2026-04-01 09:14:48","2026-04-01 09:14:48","2026-03-30","_Paciente está na fila para uso de implanon desde 31/07/25 no planejamento familiar","aguardando execuçao","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"62550","233092","2026-04-01 09:18:01","2026-04-01 09:18:01","2026-03-31","_Paciente está na fila para uso de implanon desde 22/01/26 no planejamento familiar","aguardando execuçao","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"62553","213477","2026-04-01 09:24:09","2026-04-01 09:24:09","2026-03-27","_Paciente com fratura nos ombros precisa de fisioterapia foi passado para os responsáveis e marcado 
_Dia 07/04 as 15hs na Faminas","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"62554","224945","2026-04-01 09:26:19","2026-04-01 09:26:19","2026-01-09","_Paciente com laudo urgente deconsulta com reumatologista 
_Foi encaminhado para UBS e feita a consulta","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"62557","214246","2026-04-01 09:52:01","2026-04-01 09:52:01","2026-01-08","_Vereadora Munik Helena enviou um ofício ao secretario de agricultura solicitando que passe a máquina na estrada do Ivai 
_Foi realizado o serviço
","Concluído","Outros","WhatsApp","Principal","Secretaria da Fazenda"
"62559","233113","2026-04-01 09:57:03","2026-04-01 09:57:03","2026-03-09","_Moradora solicitou que fizesse a limpeza da beira do rio e da pracinha no bairro Santana 
","Concluído","Limpeza","Por telefone","Principal","Secretaria de Obras"
"62562","233114","2026-04-01 10:00:52","2026-04-01 10:00:52","2026-01-09","_Morador pediu que passasse a máquina na estrda, muito buraco difícil acesso","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria de Obras"
"62572","233118","2026-04-01 10:44:19","2026-04-01 10:44:19","2026-01-12","_Moradora solicitou cesta básica, crianças pequenas em casa
_Vou passado para o CRAS","Concluído","Cestas Básicas","WhatsApp","Principal","Ação Social"
"62573","233119","2026-04-01 10:52:21","2026-04-01 10:52:21","2026-01-12","_Moradora precisa de transporte para filha 
-Mora na estrada do Ivai 
_Foi passado para os responsáveis e permitido ","Concluído","Transportes solicitacao de viagens ","WhatsApp","Principal","Secretaria de Educação"
"62578","233121","2026-04-01 10:56:05","2026-04-01 10:56:05","2026-01-12","_Moradora solicitou o cata treco 
_Foi passado e feito ","Concluído","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"62579","214246","2026-04-01 10:58:27","2026-04-01 10:58:27","2026-01-12","_Vereadora Munik Helena fez indicação, pedindo a possibilidade de adequação do semáfaros em vários pontos da cidade ","Concluído","Outros","Pessoal","Principal","Secretaria de Serviços Urbanos"
"62581","233123","2026-04-01 11:04:54","2026-04-01 11:04:54","2026-01-13","_Paciente precisa de transporte para buscar no HSP e levar em Pirapanema 
_Foi passado e realizado o transporte","Concluído","Transportes solicitacao de viagens ","WhatsApp","Principal","Secretaria de Transporte"
"62584","233124","2026-04-01 11:08:47","2026-04-01 11:08:47","2026-01-13","_Moradora solicitou a retirada da árvore na Rua Eugenópolis N°25 Bairro São Cristovão","Concluído","Poda de Árvore","WhatsApp","Principal","Secretaria do Meio Ambiente"
"62585","221988","2026-04-01 11:11:41","2026-04-01 11:11:41","2026-01-13","_Moradora debilitada precisa de uma visita do CRAS, foi passado para o responsável e feita a visita ","Concluído","Cestas Básicas","WhatsApp","Principal","Ação Social"
"62586","225240","2026-04-01 11:17:22","2026-04-01 11:17:22","2026-03-13","_Solicitou tampa buracos na Rua São Sebastião 
_Foi feito ","Concluído","Asfalto","WhatsApp","Principal","Secretaria de Obras"
"62587","222563","2026-04-01 11:21:24","2026-04-01 11:21:24","2026-01-14","_Precisa de transporte para levar seu pai acamado para fazer exames 
_Foi passado para o setor de transporte e feito","Concluído","Transportes solicitacao de viagens ","WhatsApp","Principal","Secretaria de Transporte"
"62589","214246","2026-04-01 11:24:37","2026-04-01 11:24:37","2026-01-14","_Solicitou a pedido dos moradores cata treco na Rua Guilhermina de Oliveira N°170 Bairro Edgar Miranda ","Concluído","Outros","Pessoal","Principal","Secretaria de Serviços Urbanos"
"62590","215906","2026-04-01 11:29:54","2026-04-01 11:29:54","2026-01-14","_Moradora solicitou a limpeza da estrada São João do Glória 
_Foi passado para os responsáveis","Concluído","Limpeza","WhatsApp","Principal","Secretaria do Meio Ambiente"
"62591","215312","2026-04-01 11:35:22","2026-04-01 11:35:22","2026-01-14","_Moradora solicitou a possibilidade de instalação de sonorizadores no distrito de Itamuri devido os carros passarem correndo ","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Trânsito"
"62592","233126","2026-04-01 11:40:24","2026-04-01 11:40:24","2026-01-19","_Postes apagados na Rua Alexandre de Almeida Barbosa, Bairro Santana 3","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"62594","233127","2026-04-01 11:52:07","2026-04-01 11:52:07","2026-01-19","_Moradora solicitou reeconstrução de meio fio No Bairro União sentido a Vila Santa Rita que caiu 
_Foi feita indicação ","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Obras"
"62595","225782","2026-04-01 11:53:58","2026-04-01 11:55:06","2026-01-19","_Solicitou a limpeza do escadão do Bairro Santa Terezinha 
_Foi feito
_Foi feita indicação brinquedos da pracinha quebrados ","Concluído","Limpeza","WhatsApp","Principal","Secretaria do Meio Ambiente"
"62605","233130","2026-04-01 13:50:18","2026-04-01 13:50:18","2026-01-21","Pedir para jogar saibro na estrada que vai para Pedra Negra, dificil acesso","em analise","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"62616","233133","2026-04-01 14:27:41","2026-04-01 14:27:41","2026-01-21","Pedir ao Demuttran para possivel retirada da grade na saída da igreja Matriz São Paulo
Em acordo foi melhor não ser retirado","Concluído","Outros","WhatsApp","Principal","Secretaria de Trânsito"
"62618","233135","2026-04-01 14:49:35","2026-04-01 14:49:35","2026-01-27","Melhorias na Estrada do Rodolfo","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"62621","231755","2026-04-01 14:57:04","2026-04-01 14:57:04","2026-01-29","Poda de árvore na Rua Amaro Acelino de Andrade nº 11
Varredor de Rua
Retirada da manilha","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"62622","231756","2026-04-01 15:00:26","2026-04-01 15:00:26","2026-02-03","Pedir para fazer limpeza no Bairro Inconfidência 2 na Rua Sebastião Bruno 30
Foi solicitado ao Meio Ambiente para notificar a residência","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria do Meio Ambiente"
"62880","222589","2026-04-09 12:32:05","2026-04-09 12:32:05","2026-04-09","Fazer indicação limpeza nas ruas Bairro Santana 
Instalação de sonorizadores","em analise","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"62882","233664","2026-04-09 12:41:41","2026-04-09 12:41:41","2026-04-08","Denúncia de mato alto na Rua Tomaz Antônio Gonzaga nº 255 Bairro Inconfidência, Rua da Escola
Feito pelo email","Concluído","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"62884","225260","2026-04-09 14:16:58","2026-04-09 14:16:58","2026-04-07","Limpeza na Rua Lica Muglia com a Rui Barbosa, antes do cras","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"62885","215579","2026-04-09 14:25:34","2026-04-09 14:25:34","2026-04-07","Pedir para fazer vistoria de água parada em piscina na Rua Geraldo Argemiro da Cunha nº2004 Bairro Santa Luzia - Casa do Cristiano","em analise","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"62886","233678","2026-04-09 14:35:58","2026-04-09 14:35:58","2026-04-07","Precisa de transporte para buscar no Macuco e levar no Hsp - Maria Helena de Souza - Buscar dia 08/04/26 às 7h
Informado o contato para marcar o horário","Concluído","Transportes solicitacao de viagens ","WhatsApp","Principal","Secretaria de Transporte"
"63021","214243","2026-04-13 14:57:10","2026-04-13 14:57:10","2026-03-30","USG Transvaginal 
Marcado para o dia 09/04 às 8h30min. no Planejamento Familiar","Concluído","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"63023","215995","2026-04-13 14:58:58","2026-04-13 14:58:58","2026-04-01","Consulta para mãe Maria José da Silva Monteiro, na Fundação
Marcado
","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"63028","233786","2026-04-13 15:07:00","2026-04-13 15:07:00","2026-04-06","Precisa fazer fisioterapia
Dia 08/04 às 11h na Faminas","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"63032","233788","2026-04-13 15:10:25","2026-04-13 15:10:25","2026-04-08","Raio X dos Joelhos
Marcado dia 10/04 às 13h no HSP","Concluído","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"63037","233791","2026-04-13 15:17:55","2026-04-13 15:17:55","2026-04-09","Ecocardiograma para os 2 sobrinhos
Victoria Carolina dos Santos Abreu Lima
João Victor dos Santos Almeida","aguardando execuçao","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"63040","226309","2026-04-13 15:33:33","2026-04-13 15:33:33","2026-04-10","Consulta Otorrino
Marcado dia 15/04 às 12h Ubs Porto","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"63044","233080","2026-04-13 15:36:13","2026-04-13 15:36:13","2026-04-10","Consulta com Nutricionista
Marcado dia 13/04 às 8h no Viva Vida","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"63046","233797","2026-04-13 15:46:46","2026-04-13 15:46:46","2026-04-13","Consulta Drª Beatriz 
Marcado dia 22/04 às 7h por ordem chegada Ubs Primavera","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"63102","233882","2026-04-14 11:11:10","2026-04-14 11:11:10","2026-04-13","_Paciente com bactéria no estômago, precisa urgente consulta com gastro 
_Dia 14/04 as 7hs policlinica Santa Terezinha ","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"63104","233884","2026-04-14 11:15:00","2026-04-14 11:15:00","2026-04-13","_Consulta com ortopedista 
_Dia 17/04/26 as 7hs Policlinica do CAIC por ordedm de chegada","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"63109","233885","2026-04-14 11:20:30","2026-04-14 11:20:30","2026-04-14","_Precisa de uma cirurgia para o filho 
_Davi Sombrini Matos - cirurgia Ureterocelectomia 
_Dia 24/04 no HSP","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"63117","228505","2026-04-14 11:33:39","2026-04-14 11:33:39","2026-03-04","_Moradora solicitou uma ligação de água e rede esgoto 
_Rua Olinda Gardone N°175 Bairro Aeroporto ","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"63119","216293","2026-04-14 11:37:26","2026-04-14 11:37:26","2026-03-04","_Solicitou uma poda de árvores na Rua Maria Laura De Medeiros 
_Bairro São Gotardo ","Concluído","Poda de Árvore","WhatsApp","Principal","Secretaria do Meio Ambiente"
"63121","233896","2026-04-14 11:40:15","2026-04-14 11:40:15","2026-03-07","_Solicitou uma cadeira de banho foi passado para os responsáveis e emprestado","Concluído","Outros","WhatsApp","Principal","Ação Social"
"63192","233969","2026-04-15 13:02:35","2026-04-15 13:02:35","2026-02-06","Capina na Rua Farmacêutico José Mostaro, João XXIII, parte alta
Realizado Indicação","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"63193","214246","2026-04-15 13:06:36","2026-04-15 13:06:36","2026-02-06","Postes apagados na Rua atrás do campo, pracinha em frente a Igreja Metodista em Distrito de Itamuri
Realizado","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"63195","225323","2026-04-15 13:20:22","2026-04-15 13:20:22","2026-02-06","Precisa de transporte para levar o Senhor Adão Vindilino de Souza na Fundação.
Passado o contato e a forma de solicitar o transporte","Concluído","Transportes solicitacao de viagens ","WhatsApp","Principal","Secretaria de Transporte"
"63196","214246","2026-04-15 13:23:41","2026-04-15 13:23:41","2026-03-09","Fazer indicação de insenção de Iptu aos moradores e comerciantes locais na região do Rosário devido a obra que se estende a 1 ano.
Realizado indicação","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Administração"
"63203","233974","2026-04-15 13:59:31","2026-04-15 13:59:31","2026-02-10","Fazer indicação pedindo para verificar o barro que desce nas ruas do Santana 3, muito difícil o acesso","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"63317","234116","2026-04-17 08:24:26","2026-04-17 08:24:26","2026-04-15","_Precisa de uma consulta para o filho Rafael Santana Moura 
_Neuropediatra dia 16/04 as 11hs UBS Santa Terezinha","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"63318","234117","2026-04-17 08:28:04","2026-04-17 08:28:04","2026-04-14","_Processo do filho na defensoria pública 
_Bernardo Alves Pinheiro 16/09/2021","Concluído","Auxilio Doença","WhatsApp","Principal","Procuradoria"
"63319","234118","2026-04-17 08:30:42","2026-04-17 08:30:42","2026-04-14","_Paciente está na fila no Planejamento Familiar para uso de implanon
_SUS 707607285574593","aguardando execuçao","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"63320","234119","2026-04-17 08:33:43","2026-04-17 08:33:43","2026-04-09","_Paciente precisa de exame endoscopia _deu entrada dia 19/09/25
_SUS 708200127545741","aguardando execuçao","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"63323","234120","2026-04-17 08:49:45","2026-04-17 08:49:45","2026-02-20","_Moradora pediu que tampasse os buracos que foi feito pelo DEMSUR, na rua José Dos Santos _ Bairro  Santa Terezinha, foi passado para os responsáveis e feito","Concluído","Asfalto","WhatsApp","Principal","Secretaria de Obras"
"63324","234121","2026-04-17 08:55:51","2026-04-17 08:55:51","2026-02-25","_Pedir para fazer retirada de galhos de árvores 
_Rua Josefa Zem _Bairro Gaspar _Perto da padaria 
_Foi passado para os responsáveis e feito ","Concluído","Limpeza","WhatsApp","Principal","Secretaria do Meio Ambiente"
"63327","234123","2026-04-17 09:03:16","2026-04-17 09:03:16","2026-03-13","_Vazamento no começo da Rua Dom Pedro 1, foi passado para oe responsáveis e feito.","Concluído","Saneamento, Água e Esgoto","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"63328","234125","2026-04-17 09:08:34","2026-04-17 09:08:34","2026-03-13","_Moradora pediu cata treco no distrito de Itamuri 
","Concluído","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"63336","214246","2026-04-17 10:32:51","2026-04-17 10:36:23","2026-02-19","Fazer indicação postes apagados na lagoa
Indicação 198","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Saúde"
"63337","214246","2026-04-17 10:35:56","2026-04-17 10:35:56","2026-02-20","Requerimento solicitando vistoria no transformador da Rua Nélia de Araújo Braga Nº114 Gaspar 
Ofício 04","aguardando execuçao","Iluminação","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"63349","214246","2026-04-17 11:08:14","2026-04-17 11:08:14","2026-02-26","Fazer requerimento de todas as casas que participaram do programa legaliza-lar","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Habitação"
"63350","206436","2026-04-17 11:27:45","2026-04-17 11:27:45","2026-03-13","Pedir para arrumar os brinquedos, correntes quebradas, correntes quebradas, pracinha do Rosário.","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"63353","222589","2026-04-17 11:58:26","2026-04-17 11:58:26","2026-03-16","Luz da Pracinha do Santana todas apagadas
Solicitação Cadastrada
Indicação para pintura na faixa de pedestre no Santana
Indicação 287","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"63406","234170","2026-04-22 14:14:44","2026-04-22 14:14:44","2026-03-24","Pedir pôda de árvore na Rua Afonso Goulart nº106 Bairro João XXIII","em analise","Poda de Árvore","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"63411","234172","2026-04-22 14:24:45","2026-04-22 14:24:45","2026-03-25","Pôda de árvore na subida do morro da Presidente Kennedy
Enviado para o Vandinho e para secretaria de Meio Ambiente para realizar a análise e corte da mesma","aguardando execuçao","Poda de Árvore","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"63432","214246","2026-04-22 15:33:51","2026-04-22 15:33:51","2026-03-26","Moção de congratulações e aplausos para Elias Alves (segurança) 
Dia 26/03 às 18h30min. no plenário da câmara","Concluído","Outros","Pessoal","Principal","Ação Social"
"63453","214246","2026-04-23 09:21:07","2026-04-23 09:21:07","2026-04-10","_Manutenção na rede de água na rua 1° de Maio
_Falta de água em algumas ruas do bairro","Concluído","Saneamento, Água e Esgoto","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"63454","214246","2026-04-23 09:24:11","2026-04-23 09:24:11","2026-04-11","_Doação de 5 latas de leite para uma criança
_Helena de Oliveira Azevedo","Concluído","Outros","WhatsApp","Principal","Procuradoria"
"63456","214246","2026-04-23 09:25:48","2026-04-23 09:25:48","2026-04-12","_Doação de 2 latas de leite para pai da Claudineia 
_Precisa de fazer cirurgia","Concluído","Outros","WhatsApp","Principal","Ação Social"
"63458","214246","2026-04-23 09:27:54","2026-04-23 09:27:54","2026-04-16","_Pedir iluminação de postes a´pagados na Vila Cavalier do N°333 até 555 
_Bairro Aeroporto","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"63503","234215","2026-04-23 16:05:37","2026-04-23 16:05:37","2026-03-27","Vazamento de água no final da rua Josefa Zem
Concluido","Concluído","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"63504","221621","2026-04-23 16:13:51","2026-04-23 16:13:51","2026-03-27","Pedir para desentupir os bueiros da rua Eugenópolis no Bairro São Cristovão, sem saida
Realizado dia 09/04","Concluído","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"63505","234216","2026-04-23 16:19:41","2026-04-23 16:19:41","2026-03-27","Pedir para fazer retirada dos galhos na Rua Gardênia nº55 Recanto Verde","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
